titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
Escultura em Madeira,"Aparelhos primitivos para a extração do caldo de cana.(CRRS/INCE)Desenhos de reproduções de mesas de estilo português colonial e francês imperial, com pés e bordas talhados e detalhes das talhas. Mãos riscam linha em tábua, com o auxílio de régua. Copiam sobre madeira, com carbono, os traços já desenhados em folha de papel. Diferentes tipos de cinzel e o macete utilizados na confecção de talhas. Mãos esculpindo na madeira o desenho copiado. Talhas e móveis prontos. Talhas da face com os valores 2000 réis e 5000 réis e da efígie de figuras históricas utilizadas em moedas brasileiras.",Humberto Mauro,1938,5,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2653,2653,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:01:54
Exposição José Bonifácio - Centenário da Morte do Patriarca da Independência,"""Comemoração organizada pelo Serviço do Patrimônio Histórico e Artístico Nacional, realizada no Museu Nacional, por ocasião do centenário da morte do Patriarca da Independência - 1838-1938"". (CRRS/INCE)",Humberto Mauro,1938,7,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2639,2639,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:01:54
Fábrica de Tubos em Bangu,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3956,3956,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:54
Febre Amarela I,"Fachada do laboratório de Serviço de Febre Amarela da Fundação Rockefeller, localizado em Manguinhos, no Rio de Janeiro, junto ao Instituto Oswaldo Cruz. A demonstração de todas as fases da produção da vacina. Por pequena abertura, técnico injeta o vírus num ovo de galinha anteriormente depositado em estufa, e em seguida lacra a abertura com uma gota de colódio. Os ovos infectados são devidamente numerados e reintroduzidos à estufa para ali permanecerem por três dias. Técnico limpa ovo infectado e com uma tesoura e pinça retira embrião que servirá à confecção da vacina. Detalhe do embrião numa placa de petri. O mesmo procedimento é repetido com diversos ovos infectados, cujos embriões são imediatamente colocados num frasco triturador de paredes espessas e com esferas de vidro. Aparelho faz girar o frasco moendo os embriões até reduzi-los a uma pasta homogênea, à qual é adicionada soro sanguíneo humano. A mistura é bombeada do frasco triturador para frascos menores, que são colocados numa centrifuga para separação de partículas remanescentes dos embriões e, em seguida, é filtrada por sistema de frascos, placas de amianto e ar comprimido. O líquido é distribuído em ampolas que são congeladas em banho de álcool com temperaturas muito baixas, e depois colocadas em exsicadores com ácido sulfúrico para a secagem à vácuo, tornando a vacina estável por um prazo razoável. Após secagem, as ampolas são lacradas com maçarico e numeradas dentro de um lote específico.",Humberto Mauro,1938,13,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2632,2632,,Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 12:01:55
Febre Amarela II,"Na Fundação Rockefeller, a colonia de ratos para experiências com vírus e anticorpos em seres humanos. Num recinto com estantes, funcionários manuseiam caixas enumeradas contendo famílias inteiras de ratos brancos: fêmea com filhotes recém-nascidos, ratos jovens e em idade adulta. Num vaso com éter, técnico coloca animais que imediatamente caem anestesiados. Imobilizados, os ratos recebem uma aplicação do vírus da febre amarela por injeção direta na massa encefálica, a fim de demonstrar as manifestações da doença - que geralmente ocorrem em duas semanas. Na Ilha dos Macacos, junto ao Instituto Oswaldo Cruz, no Rio de Janeiro, a criação de macaco-rhesus pela Fundação Rockefeller - espécie primata que possibilita o acompanhamento da febre amarela experimental. Animais brincam pela mata, árvores e lagos da ilha. Nos laboratórios, gaiolas especiais com muitos macacos. Homem prende animal ao retirá-lo de pequeno abrigo, onde foi deixado para esperar pelo teste com a vacina. Com as mãos, técnico imobiliza macaco deitado na maca, sedando-o em seguida. Detalhes da cabeça do animal adormecido com parte da fronte raspada e desinfetada: recebe corte do bisturi e a injeção da vacina diretamente na massa encefálica para testar a inocuidade do produto. Depois da aplicação, o corte é tratado com uma solução de colódio e o animal é devolvido ao pequeno abrigo. Um painel com exemplares de mosquitos taxidermizados e catalogados. A reprodução do mosquito transmissor no laboratório da fundação: placas de petri com água e marcações à lápis utilizadas para quantificar os ovos do animal. Detalhes para as ninfas do mosquitos, no seu primeiro ciclo de vida. A criação dos mosquitos em gaiolas especiais e a sua contaminação pelo contato com o abdome de uma macaco-rhesus, doente e devidamente imobilizado.",Humberto Mauro,1938,10,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/036994,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3045,3045,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:01:55
Fernando de Noronha,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3953,3953,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:55
Filmando Aracajú,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3950,3950,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:56
Filmando Fortaleza,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3951,3951,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:56
Filmando Museu,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3944,3944,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:56
Filmando Teresina,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3942,3942,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:56
Fisiologia Geral,"As experiências do prof. Miguel Osório de Almeida sobre a reação motora das pernas de rãs, a partir do isolamento da coluna vertebral contendo a medula e do trem posterior. As pernas do animal (o trem posterior) penduradas num suporte e ligadas pelos músculos à medula sem o restante do corpo. As pernas se contraem ao serem tocadas pelos dedos de uma mão humana e ao ter uma das patas imersa em substância líquida. Em outro experimento, pequenas placas são colocadas sobre o trem posterior e as pernas não se movem; ao serem colocadas sobre a medula as pernas se contraem. As pernas tremem e se esticam no contato com uma substância gasosa que é despejada em anteparo próximo a elas, a mesma ação reflexa se observa quando uma substância líquida é despejada diretamente na medula. Presa por um fio amarrado em sua boca, uma rã viva entrelaça as pernas com o girar do fio pelos dedos da mão humana, o mesmo acontecendo ao trem posterior quando a mão gira a medula ligada a ele pelos músculos do animal seccionado. Detalhes dos recipientes e tubulações para o ""banho de Ringer"", em que é mergulhada a medula para seu resfriamento, causando tremores e esticamentos nas pernas do animal.",Humberto Mauro,1938,7,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/006635,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2651,2651,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:01:57
Fundação da Cidade de São Paulo,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3948,3948,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:57
Hino à Vitória,"Autor da canção: Capanema, Gustavo e Villa-Lobos, Heitor Dados adicionais de música: Orquestra: Orquestra Sinfônica Brasileira/Regente Maestro: Guerra, Santiago/Conjuntos e bandas: Coro do Teatro Municipal do Rio de Janeiro",Humberto Mauro,1938,6,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2640,2640,,Cinemateca Brasileira (http://www.cinemateca.gov.br/); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:58
Inauguração da Escola Naval,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3955,3955,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:58
Inspetoria de Fronteiras,"A inspeção de fronteiras na região Amazônica. Antes da partida para o rio Negro, o coronel Manoel Alexandrino Ferreira da Cunha, Inspetor de Fronteiras, e o Interventor do Estado, Dr. Alvaro Maia, assistem a desfile dos colegiais das instituições salesianas em Manaus.Em viagem pelo Rio Negro, primeira parada, Barcelos: o inspetor é recepcionado por padres e alunos dos colegios salesianos.Porto de Santa Izabel, onde termina a navegação a vapor pelo rio: barcos, igreja, carneiros na margem do rio.São Gabriel: recepção na séde das missões salesianas; padres, meninos e meninas, soldados. Fazendo parte da Missão, a Estação Meteorológica e a Escola Agrícola. A horta, plantações de arroz, mandioca, o canavial, pomar; meninos trabalhando. As instalações do Asilo Maria Auxiliadora com salas de costura, hospital, oficinas, olaria; alunos quase todos índios. Vistas de São Gabriel, cachoeiras, o rio.Cucui, extremo de nossa fronteira: quartel, soldados perfilados. A cidade de São Carlos, sede da Aduana venezuelana.Em seguida, o inspetor e comitiva excursionam pelo rio Vaupês, percorrendo as povoações indígenas situadas às margens do rio, todas sob assistência das missões salesianas. Nos vários locais, são recepcionados por religiosos, crianças e adultos índios e visitam as edificações e instalações das missões.No rio Papori, fronteira com a Colômbia, e em seguida no rio Tiquié, o grupo visita outras dezenas de povoações indígenas sob a assistência das missões salesianas e posto do Serviço de Proteção aos Índios.",Luiz Thomaz Reis,1938,80,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3036,3036,,Cinemateca Brasileira (http://cinemateca.gov.br/); Advivo (http://advivo.com.br/),,29/08/2023 12:01:58
João de Barro,"A cabeça de um joão-de-barro, com destaque para o seu bico. O pássaro entre os galhos de uma árvore. Ninhos de joão-de-barro, que possuem a aparência externa de um pequeno forno de barro. Um ninho sendo construído pelo pássaro com o bico; a fêmea protegendo-o. Os detalhes de um ninho pronto com uma pequena entrada e, pelo corte transversal, o aspecto interno apontado por mãos humanas: uma pequena antecâmara; a localização dos ovos numa parte protegida; e, com a tampa do ninho, a indicação do traçado interno. Cinco ovos de joão-de-barro num ninho. Ninhos construídos em diferentes lugares: ramos, troncos, bifurcações entre galhos, postes de madeira e até mesmo sobre o fio de um destes. Um joão-de-barro segurando um torrão pelo bico. ",Humberto Mauro,1938,5,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/006685,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2641,2641,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:01:59
Londrina,,João Baptista Groff,1938,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3011,3011,,Cinemateca Brasileira (http://cinemateca.gov.br/),,29/08/2023 12:01:59
Mais Água para o Rio,,Fernando Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3228,3228,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:01:59
Método Operatório do Dr. Gudin II,"Intervenção cirúrgica com aplicação de esterilização total, conforme método elaborado pelo professor Maurício Gudin. Em sala isolada, a assepsia e esterilização química de materiais, instrumentos cirúrgicos, luvas e roupas. Médico prepara-se para a cirurgia: lavagem das mãos e braços com água e sabão esterilizados. Paciente adentra à sala cirúrgica e é submetido à operação no estômago, a partir do método asséptico de M. Gudin. Cirurgia detalhada do estômago. Fotografia de sala cirúrgica do Hospital Beneficência Portuguesa e desenhos do Instituto Oswaldo Cruz, no Rio de Janeiro.",Humberto Mauro,1938,18,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/006972,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2648,2648,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:00
Milão,"Vistas da cidade de Milão. A fachada do Teatro Scalla e o monumento de mármore feito por Pietro Magni em homenagem a Leonardo da Vinci, localizado na Piazza della Scalla. A Piazza Duomo com monumento equestre de Vittorio Emanuele II e a Catedral de Milão com pessoas em frente. Detalhes da porta, das esculturas e dos altos-relevos em sua fachada, com o nascimento e a crucificação de Cristo, a Anunciação de Maria, apóstolos, entre outras representações. Ênfase para o grande número de torres da catedral em estilo gótico.",Humberto Mauro,1938,2,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/006733,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2642,2642,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:00
Moinho de Fubá,Tipo de moinho primitivo utilizado na fabricação de fubá. Suas partes principais. A roda d'água. (Cataguases - Minas Gerais) (CRRS/INCE),Humberto Mauro,1938,3,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2656,2656,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:01
Monitor Parnaíba,"Vista geral de porto, próximo à Ilha Fiscal, no Rio de Janeiro. Embarcação inicia movimento de zarpar. Vistas de porto com barcos atracados. Vistas de guindastes de carga e descarga. Barcos enfileirados da Marinha Brasileira. Destaque para o Parnaíba ancorado. Movimentação de marinheiros na popa da embarcação. Movimentação do canhão de 152mm. Marinheiro sinaliza com bandeira na torre de comando, que tem a inscrição: ""Tudo pela pátria"". Marinheiros saem de embarcação menor e entram no Parnaíba. Detalhes do convés: metralhadora, cadeiras e mesas. O radar de navegação. Marinheiros manipulam os dois canhões de 47 mm. A cabine de comando, com marinheiro ao timão. O Parnaíba inicia deslocamento.",Humberto Mauro,1938,12,Rio de Janeiro,http://www.bcc.org.br/filme/detalhe/006741,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2636,2636,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:01
Morfogênese das Bactérias,"1ª parte - Eschirichia coli. Cultura em meio sólido caldo-agar. Cultura em meio líquido, fórmula Perê. Cultura em água potável, filtrada e esterilizada. Meio líquido. Micro-fotografia obtida diretamente da cultura viva. Este filme é procedido de uma conferência do autor. 2ª parte: Bacilo subtilis e tuberculose. Micro bacilus tuberculosos homini."" (CRRS/INCE)",Humberto Mauro,1938,23,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2649,2649,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:01
Nas Selvas do Rio das Mortes,"A Bandeira Piratininga, na sua arrojada penetração pelos sertões de Goiás e Serra do Roncador. (JIMS/OESP)",Willy Aurelli,1938,,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2435,2435,,Cinemateca Brasileir,,29/08/2023 12:02:02
Núcleo Colonial de Santa Cruz,,João Stamato,1938,4,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3958,3958,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:02:02
O Caminho de Petrópolis,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3941,3941,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:02:02
O Dia da Bandeira,"""Solenidades promovidas pelo Ministério da Educação e Saúde, na Praia do Russel, em comemoração ao Decreto que institui a Bandeira da República. Missa campal por D. Leme. Presença do Sr. Presidente da República e demais autoridades. 19 de Novembro de 1938."" (CRRS/INCE)",Humberto Mauro,1938,7,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2638,2638,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 12:02:03
O Dia da Raça em Curitiba,,João Stamato,1938,4,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3940,3940,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:02:03
O Laboratório de Física na Escola Primária - Aparelhos Improvisados,"""Aspectos da Exposição do Curso de Laboratório da Seção de Museus e Radiodifusão, sob a direção do Prof. Maciel Pinheiro, na Escola Técnica Secundária Rivadavia Correa"". ""Princípios que nortearam o curso"": ""A história natural das maravilhas deve ceder lugar à história natural das banalidades"". "" Mecânica"". ""A natureza fala pela experiência"". ""Hidrostática"". ""Na aprendizagem de ciências, ao invés de falar ou de escrever, é sempre melhor mostrar ou desenhar"". ""Pneumática"". ""Ao invés do ensino literário pelo livro, a educação científica pela natureza"". ""Termologia"". ""Se eu tivesse força, destruiria os aparelhos que as coleções contém, aparelhos cômodos para a preguiça dos professores, nefastos para a educação dos alunos"". ""Ótica"". ""Magnetismo"". ""Eletricidade"". (CRRS/INCE)",Humberto Mauro,1938,11,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2637,2637,,"Livro ""Humberto Mauro e as Imagens do Brasil"" (Autora Sheila Schvarzman) e Cinemateca Brasileira (http://www.cinemateca.gov.br/)",,29/08/2023 12:02:03
